Day,Price,Signal,SignalStrategyValue,FlatStrategyValue,AccumulatedCash,TotalInvested
2744,111.92,Hold,4351.39,4392.17,26.00,4377.39
2745,111.59,Hold,4338.56,4380.22,27.00,4365.56
2746,112.15,Hold,4360.33,4403.20,28.00,4388.33
2747,112.04,Hold,4356.05,4399.88,29.00,4385.05
2748,112.45,Hold,4371.99,4416.98,30.00,4401.99
2749,111.81,Hold,4347.11,4392.85,31.00,4378.11
2750,111.95,Hold,4352.55,4399.35,32.00,4384.55
2751,112.30,Hold,4366.16,4414.10,33.00,4399.16
2752,112.14,Hold,4359.94,4408.81,34.00,4393.94
2753,112.17,Hold,4361.11,4410.99,35.00,4396.11
2754,112.47,Hold,4372.77,4423.79,36.00,4408.77
2755,111.84,Hold,4348.28,4400.01,37.00,4385.28
2756,111.77,Hold,4345.55,4398.25,38.00,4383.55
2757,111.54,Hold,4336.61,4390.20,39.00,4375.61
2758,112.15,Hold,4360.33,4415.21,40.00,4400.33
2759,111.97,Hold,4353.33,4409.13,41.00,4394.33
2760,111.65,Hold,4340.89,4397.53,42.00,4382.89
2761,111.71,Hold,4343.22,4400.89,43.00,4386.22
2762,112.28,Hold,4365.38,4424.34,44.00,4409.38
2763,112.60,Hold,4377.82,4437.95,45.00,4422.82
2764,112.75,Hold,4383.66,4444.87,46.00,4429.66
2765,112.46,Hold,4372.38,4434.43,47.00,4419.38
2766,109.66,Hold,4263.52,4325.03,48.00,4311.52
2767,111.19,Hold,4323.00,4386.37,49.00,4372.00
2768,108.92,Hold,4234.75,4297.82,50.00,4284.75
2769,108.93,Hold,4235.14,4299.21,51.00,4286.14
2770,110.05,Hold,4278.68,4344.42,52.00,4330.68
2771,109.61,Hold,4261.58,4328.05,53.00,4314.58
2772,109.77,Hold,4267.80,4335.37,54.00,4321.80
2773,109.72,Hold,4265.85,4334.39,55.00,4320.85
2774,110.98,Hold,4314.84,4385.17,56.00,4370.84
2775,111.79,Hold,4346.33,4418.17,57.00,4403.33
2776,111.15,Buy,4379.45,4393.88,0.00,4379.45
2777,110.27,Hold,4344.78,4360.09,1.00,4345.78
2778,110.90,Hold,4369.60,4386.00,2.00,4371.60
2779,111.55,Hold,4395.21,4412.71,3.00,4398.21
2780,110.46,Hold,4352.26,4370.59,4.00,4356.26
2781,111.33,Hold,4386.54,4406.01,5.00,4391.54
2782,110.99,Hold,4373.15,4393.56,6.00,4379.15
2783,110.49,Hold,4353.44,4374.76,7.00,4360.44
2784,110.92,Hold,4370.39,4392.79,8.00,4378.39
2785,110.96,Hold,4371.96,4395.37,9.00,4380.96
2786,110.54,Hold,4355.41,4379.74,10.00,4365.41
2787,111.14,Hold,4379.06,4404.51,11.00,4390.06
2788,109.66,Sell,4320.74,4346.86,12.00,4332.74
2789,109.79,Hold,4325.86,4353.01,13.00,4338.86
2790,109.40,Hold,4310.50,4338.55,14.00,4324.50
2791,109.37,Hold,4309.32,4338.36,15.00,4324.32
2792,109.06,Hold,4297.10,4327.06,16.00,4313.10
2793,109.70,Hold,4322.32,4353.45,17.00,4339.32
2794,110.05,Hold,4336.11,4368.34,18.00,4354.11
2795,109.84,Hold,4327.83,4361.01,19.00,4346.83
2796,109.80,Hold,4326.26,4360.42,20.00,4346.26
2797,110.35,Buy,4368.93,4383.26,0.00,4368.93
2798,109.88,Hold,4350.32,4365.59,1.00,4351.32
2799,109.55,Hold,4337.26,4353.48,2.00,4339.26
2800,109.18,Sell,4322.61,4339.78,3.00,4325.61
2801,108.82,Hold,4308.35,4326.47,4.00,4312.35
2802,108.89,Hold,4311.13,4330.25,5.00,4316.13
2803,108.08,Hold,4279.06,4299.04,6.00,4285.06
2804,107.33,Hold,4249.36,4270.21,7.00,4256.36
2805,106.86,Hold,4230.75,4252.51,8.00,4238.75
2806,106.79,Hold,4227.98,4250.72,9.00,4236.98
2807,109.15,Hold,4321.42,4345.66,10.00,4331.42
2808,109.62,Buy,4351.03,4365.37,0.00,4351.03
2809,110.98,Hold,4405.01,4420.53,1.00,4406.01
2810,111.37,Hold,4420.49,4437.07,2.00,4422.49
2811,111.41,Hold,4422.08,4439.66,3.00,4425.08
2812,111.70,Hold,4433.59,4452.22,4.00,4437.59
2813,112.57,Hold,4468.12,4487.89,5.00,4473.12
2814,112.41,Hold,4461.77,4482.51,6.00,4467.77
2815,112.98,Hold,4484.39,4506.24,7.00,4491.39
2816,112.77,Hold,4476.06,4498.87,8.00,4484.06
2817,113.62,Hold,4509.79,4533.78,9.00,4518.79
2818,113.95,Hold,4522.89,4547.95,10.00,4532.89
2819,114.11,Hold,4529.24,4555.33,11.00,4540.24
2820,114.55,Hold,4546.71,4573.90,12.00,4558.71
2821,113.89,Hold,4520.51,4548.54,13.00,4533.51
2822,114.05,Hold,4526.86,4555.93,14.00,4540.86
2823,113.78,Hold,4516.15,4546.15,15.00,4531.15
2824,113.31,Hold,4497.49,4528.37,16.00,4513.49
2825,113.31,Hold,4497.49,4529.37,17.00,4514.49
2826,114.10,Hold,4528.85,4561.95,18.00,4546.85
2827,114.68,Hold,4551.87,4586.14,19.00,4570.87
2828,116.10,Hold,4608.23,4643.92,20.00,4628.23
2829,116.52,Hold,4624.90,4661.72,21.00,4645.90
2830,117.15,Hold,4649.91,4687.93,22.00,4671.91
2831,116.85,Hold,4638.00,4676.92,23.00,4661.00
2832,117.53,Hold,4664.99,4705.14,24.00,4688.99
2833,116.47,Hold,4622.92,4663.71,25.00,4647.92
2834,116.95,Hold,4641.97,4683.93,26.00,4667.97
2835,116.77,Hold,4634.82,4677.72,27.00,4661.82
2836,117.10,Hold,4647.92,4691.94,28.00,4675.92
2837,116.87,Hold,4638.79,4683.72,29.00,4667.79
2838,116.54,Sell,4625.69,4671.50,30.00,4655.69
2839,116.24,Hold,4613.79,4660.47,31.00,4644.79
2840,116.42,Hold,4620.93,4668.69,32.00,4652.93
2841,116.71,Hold,4632.44,4681.32,33.00,4665.44
2842,115.74,Hold,4593.94,4643.41,34.00,4627.94
2843,115.75,Hold,4594.34,4644.81,35.00,4629.34
2844,115.32,Hold,4577.27,4628.56,36.00,4613.27
2845,116.20,Hold,4612.20,4664.88,37.00,4649.20
2846,117.09,Hold,4647.53,4701.61,38.00,4685.53
2847,116.86,Hold,4638.40,4693.37,39.00,4677.40
2848,117.23,Hold,4653.08,4709.23,40.00,4693.08
2849,116.78,Hold,4635.22,4692.15,41.00,4676.22
2850,116.87,Hold,4638.79,4696.77,42.00,4680.79
2851,117.24,Hold,4653.48,4712.64,43.00,4696.48
2852,116.93,Hold,4641.17,4701.18,44.00,4685.17
2853,117.22,Hold,4652.69,4713.84,45.00,4697.69
2854,116.70,Hold,4632.05,4693.93,46.00,4678.05
2855,116.97,Hold,4642.76,4705.79,47.00,4689.76
2856,116.51,Hold,4624.50,4688.28,48.00,4672.50
2857,116.91,Hold,4640.38,4705.38,49.00,4689.38
2858,116.60,Hold,4628.08,4693.90,50.00,4678.08
2859,117.51,Hold,4664.20,4731.53,51.00,4715.20
2860,118.52,Buy,4756.28,4773.20,0.00,4756.28
2861,118.35,Hold,4749.46,4767.35,1.00,4750.46
2862,118.16,Hold,4741.84,4760.70,2.00,4743.84
2863,117.36,Hold,4709.73,4729.47,3.00,4712.73
2864,117.46,Sell,4713.75,4734.50,4.00,4717.75
2865,117.45,Hold,4713.34,4735.09,5.00,4718.34
2866,117.53,Hold,4716.56,4739.32,6.00,4722.56
2867,118.42,Hold,4752.27,4776.21,7.00,4759.27
2868,118.14,Hold,4741.04,4765.92,8.00,4749.04
2869,118.13,Hold,4740.63,4766.51,9.00,4749.63
2870,118.26,Hold,4745.85,4772.76,10.00,4755.85
2871,119.04,Buy,4788.15,4805.24,0.00,4788.15
2872,119.54,Hold,4808.26,4826.42,1.00,4809.26
2873,120.14,Hold,4832.40,4851.64,2.00,4834.40
2874,120.58,Hold,4850.10,4870.41,3.00,4853.10
2875,121.24,Hold,4876.64,4898.07,4.00,4880.64
2876,121.13,Hold,4872.22,4894.63,5.00,4877.22
2877,121.31,Hold,4879.46,4902.90,6.00,4885.46
2878,122.03,Hold,4908.42,4933.00,7.00,4915.42
2879,121.87,Hold,4901.98,4927.53,8.00,4909.98
2880,121.78,Hold,4898.36,4924.89,9.00,4907.36
2881,121.98,Hold,4906.41,4933.98,10.00,4916.41
2882,122.25,Hold,4917.27,4945.90,11.00,4928.27
2883,121.80,Hold,4899.17,4928.70,12.00,4911.17
2884,123.44,Hold,4965.13,4996.06,13.00,4978.13
2885,122.65,Hold,4933.36,4965.09,14.00,4947.36
2886,122.75,Hold,4937.38,4970.14,15.00,4952.38
2887,122.27,Hold,4918.07,4951.70,16.00,4934.07
2888,121.88,Sell,4902.39,4936.91,17.00,4919.39
2889,121.54,Hold,4888.71,4924.13,18.00,4906.71
2890,121.60,Hold,4891.12,4927.56,19.00,4910.12
2891,122.04,Hold,4908.82,4946.39,20.00,4928.82
2892,122.13,Hold,4912.44,4951.04,21.00,4933.44
2893,121.69,Hold,4894.74,4934.21,22.00,4916.74
2894,122.79,Hold,4938.99,4979.81,23.00,4961.99
2895,122.64,Hold,4932.96,4974.72,24.00,4956.96
2896,122.57,Hold,4930.14,4972.88,25.00,4955.14
2897,122.28,Hold,4918.48,4962.12,26.00,4944.48
2898,120.57,Hold,4849.69,4893.73,27.00,4876.69
2899,120.73,Hold,4856.13,4901.22,28.00,4884.13
2900,120.69,Hold,4854.52,4900.60,29.00,4883.52
2901,120.16,Hold,4833.20,4880.08,30.00,4863.20
2902,120.02,Hold,4827.57,4875.39,31.00,4858.57
2903,120.86,Hold,4861.36,4910.51,32.00,4893.36
2904,121.08,Hold,4870.21,4920.45,33.00,4903.21
2905,121.53,Hold,4888.31,4939.74,34.00,4922.31
2906,121.32,Hold,4879.86,4932.20,35.00,4914.86
2907,121.02,Hold,4867.79,4921.01,36.00,4903.79
2908,121.08,Hold,4870.21,4924.45,37.00,4907.21
2909,120.59,Hold,4850.50,4905.52,38.00,4888.50
2910,120.97,Hold,4865.78,4921.98,39.00,4904.78
2911,120.88,Hold,4862.16,4919.31,40.00,4902.16
2912,121.03,Hold,4868.20,4926.42,41.00,4909.20
2913,120.99,Hold,4866.59,4925.79,42.00,4908.59
2914,120.37,Hold,4841.65,4901.55,43.00,4884.65
2915,119.55,Hold,4808.67,4869.16,44.00,4852.67
2916,120.59,Hold,4850.50,4912.52,45.00,4895.50
2917,120.33,Hold,4840.04,4902.92,46.00,4886.04
2918,120.23,Hold,4836.02,4899.85,47.00,4883.02
2919,121.22,Hold,4875.84,4941.20,48.00,4923.84
2920,120.83,Hold,4860.15,4926.30,49.00,4909.15
2921,122.11,Buy,4961.64,4979.48,0.00,4961.64
2922,122.87,Hold,4992.52,5011.48,1.00,4993.52
2923,122.90,Hold,4993.74,5013.70,2.00,4995.74
2924,123.02,Hold,4998.61,5019.60,3.00,5001.61
2925,122.61,Hold,4981.95,5003.87,4.00,4985.95
2926,122.93,Hold,4994.96,5017.93,5.00,4999.96
2927,122.93,Hold,4994.96,5018.93,6.00,5000.96
2928,122.63,Hold,4982.77,5007.68,7.00,4989.77
2929,122.72,Hold,4986.42,5012.35,8.00,4994.42
2930,123.33,Hold,5011.21,5038.27,9.00,5020.21
2931,123.14,Hold,5003.49,5031.51,10.00,5013.49
2932,123.10,Hold,5001.86,5030.87,11.00,5012.86
2933,123.37,Hold,5012.83,5042.91,12.00,5024.83
2934,123.01,Hold,4998.21,5029.19,13.00,5011.21
2935,122.77,Hold,4988.45,5020.38,14.00,5002.45
2936,123.43,Hold,5015.27,5048.37,15.00,5030.27
2937,123.36,Hold,5012.43,5046.50,16.00,5028.43
2938,121.14,Sell,4922.22,4956.69,17.00,4939.22
2939,121.50,Hold,4936.85,4972.42,18.00,4954.85
2940,122.37,Hold,4972.20,5009.02,19.00,4991.20
2941,123.02,Hold,4998.61,5036.63,20.00,5018.61
2942,123.23,Hold,5007.15,5046.23,21.00,5028.15
2943,123.59,Hold,5021.77,5061.97,22.00,5043.77
2944,124.11,Buy,5065.90,5084.27,0.00,5065.90
2945,124.09,Hold,5065.09,5084.45,1.00,5066.09
2946,123.89,Hold,5056.92,5077.25,2.00,5058.92
2947,123.85,Hold,5055.29,5076.61,3.00,5058.29
2948,125.00,Hold,5102.23,5124.75,4.00,5106.23
2949,125.41,Hold,5118.97,5142.56,5.00,5123.97
2950,125.25,Hold,5112.43,5137.00,6.00,5118.43
2951,124.93,Hold,5099.37,5124.87,7.00,5106.37
2952,125.07,Hold,5105.09,5131.62,8.00,5113.09
2953,125.29,Hold,5114.07,5141.64,9.00,5123.07
2954,125.19,Hold,5109.99,5138.54,10.00,5119.99
2955,125.17,Hold,5109.17,5138.72,11.00,5120.17
2956,125.79,Hold,5134.48,5165.17,12.00,5146.48
2957,125.61,Hold,5127.13,5158.78,13.00,5140.13
2958,125.33,Hold,5115.70,5148.28,14.00,5129.70
2959,125.25,Sell,5112.43,5146.00,15.00,5127.43
2960,126.27,Buy,5170.07,5188.90,0.00,5170.07
2961,125.41,Sell,5134.86,5154.56,1.00,5135.86
2962,124.69,Hold,5105.38,5125.97,2.00,5107.38
2963,124.74,Hold,5107.42,5129.03,3.00,5110.42
2964,125.05,Hold,5120.12,5142.77,4.00,5124.12
2965,125.14,Hold,5123.80,5147.47,5.00,5128.80
2966,124.11,Hold,5081.63,5106.11,6.00,5087.63
2967,125.28,Hold,5129.53,5155.24,7.00,5136.53
2968,124.28,Hold,5088.59,5115.09,8.00,5096.59
2969,124.45,Hold,5095.55,5123.09,9.00,5104.55
2970,124.75,Hold,5107.83,5136.44,10.00,5117.83
2971,124.89,Hold,5113.57,5143.20,11.00,5124.57
2972,123.66,Hold,5063.20,5093.55,12.00,5075.20
2973,124.52,Hold,5098.42,5129.97,13.00,5111.42
2974,124.61,Hold,5102.10,5134.68,14.00,5116.10
2975,124.58,Hold,5100.87,5134.44,15.00,5115.87
2976,125.47,Hold,5137.31,5172.12,16.00,5153.31
2977,125.67,Buy,5162.50,5181.37,0.00,5162.50
2978,126.23,Hold,5185.51,5205.46,1.00,5186.51
2979,126.23,Hold,5185.51,5206.46,2.00,5187.51
2980,126.31,Hold,5188.79,5210.76,3.00,5191.79
2981,127.04,Hold,5218.78,5241.87,4.00,5222.78
2982,127.12,Hold,5222.07,5246.17,5.00,5227.07
2983,126.95,Hold,5215.08,5240.16,6.00,5221.08
2984,126.96,Hold,5215.50,5241.57,7.00,5222.50
2985,127.38,Hold,5232.75,5259.91,8.00,5240.75
2986,127.29,Hold,5229.05,5257.19,9.00,5238.05
2987,127.07,Hold,5220.01,5249.11,10.00,5230.01
2988,126.86,Hold,5211.39,5241.43,11.00,5222.39
2989,126.79,Hold,5208.51,5239.54,12.00,5220.51
2990,127.05,Hold,5219.19,5251.28,13.00,5232.19
2991,126.93,Sell,5214.26,5247.32,14.00,5228.26
2992,126.64,Hold,5202.35,5236.34,15.00,5217.35
2993,126.91,Hold,5213.44,5248.50,16.00,5229.44
2994,127.16,Hold,5223.71,5259.84,17.00,5240.71
2995,126.81,Hold,5209.33,5246.36,18.00,5227.33
2996,126.67,Hold,5203.58,5241.57,19.00,5222.58
2997,124.81,Hold,5127.17,5165.60,20.00,5147.17
2998,125.04,Hold,5136.62,5176.12,21.00,5157.62
2999,126.32,Hold,5189.20,5230.11,22.00,5211.20
3000,126.20,Hold,5184.27,5226.14,23.00,5207.27
3001,126.43,Hold,5193.72,5236.67,24.00,5217.72
3002,124.42,Hold,5111.15,5154.41,25.00,5136.15
3003,124.21,Hold,5102.53,5146.71,26.00,5128.53
3004,124.39,Hold,5109.92,5155.17,27.00,5136.92
3005,125.64,Hold,5161.27,5207.98,28.00,5189.27
3006,125.26,Hold,5145.66,5193.22,29.00,5174.66
3007,125.06,Hold,5137.44,5185.93,30.00,5167.44
3008,125.36,Hold,5149.77,5199.37,31.00,5180.77
3009,125.41,Hold,5151.82,5202.45,32.00,5183.82
3010,125.46,Hold,5153.88,5205.52,33.00,5186.88
3011,126.12,Buy,5214.99,5233.90,0.00,5214.99
3012,126.98,Hold,5250.55,5270.59,1.00,5251.55
3013,127.27,Hold,5262.54,5283.63,2.00,5264.54
3014,126.29,Hold,5222.02,5243.95,3.00,5225.02
3015,126.64,Hold,5236.49,5259.48,4.00,5240.49
3016,126.58,Hold,5234.01,5257.99,5.00,5239.01
3017,126.49,Hold,5230.29,5255.25,6.00,5236.29
3018,127.85,Hold,5286.52,5312.75,7.00,5293.52
3019,128.34,Hold,5306.78,5334.11,8.00,5314.78
3020,128.40,Hold,5309.26,5337.61,9.00,5318.26
3021,128.36,Hold,5307.61,5336.95,10.00,5317.61
3022,128.60,Hold,5317.54,5347.92,11.00,5328.54
3023,128.91,Hold,5330.35,5361.82,12.00,5342.35
3024,128.97,Hold,5332.83,5365.31,13.00,5345.83
3025,129.18,Hold,5341.52,5375.05,14.00,5355.52
3026,128.82,Hold,5326.63,5361.07,15.00,5341.63
3027,128.37,Hold,5308.02,5343.34,16.00,5324.02
3028,128.16,Hold,5299.34,5335.60,17.00,5316.34
3029,128.19,Sell,5300.58,5337.85,18.00,5318.58
3030,128.89,Buy,5348.53,5368.00,0.00,5348.53
3031,129.10,Hold,5357.24,5377.74,1.00,5358.24
3032,129.52,Hold,5374.67,5396.24,2.00,5376.67
3033,130.20,Hold,5402.89,5425.57,3.00,5405.89
3034,130.46,Hold,5413.68,5437.40,4.00,5417.68
3035,130.59,Hold,5419.07,5443.82,5.00,5424.07
3036,131.28,Hold,5447.70,5473.59,6.00,5453.70
3037,131.19,Hold,5443.97,5470.83,7.00,5450.97
3038,130.93,Hold,5433.18,5460.99,8.00,5441.18
3039,131.24,Hold,5446.04,5474.92,9.00,5455.04
3040,131.42,Hold,5453.51,5483.43,10.00,5463.51
3041,131.26,Hold,5446.87,5477.75,11.00,5457.87
3042,131.36,Hold,5451.02,5482.93,12.00,5463.02
3043,131.45,Hold,5454.76,5487.68,13.00,5467.76
3044,131.51,Hold,5457.25,5491.19,14.00,5471.25
3045,131.68,Sell,5464.30,5499.29,15.00,5479.30
3046,131.71,Hold,5465.55,5501.54,16.00,5481.55
3047,132.42,Buy,5512.01,5532.20,0.00,5512.01
3048,131.86,Sell,5488.70,5509.80,1.00,5489.70
3049,132.09,Hold,5498.27,5520.41,2.00,5500.27
3050,131.40,Hold,5469.55,5492.57,3.00,5472.55
3051,131.57,Hold,5476.63,5500.68,4.00,5480.63
3052,132.64,Hold,5521.17,5546.41,5.00,5526.17
3053,132.06,Hold,5497.02,5523.16,6.00,5503.02
3054,132.33,Hold,5508.26,5535.45,7.00,5515.26
3055,132.44,Hold,5512.84,5541.06,8.00,5520.84
3056,132.47,Hold,5514.09,5543.31,9.00,5523.09
3057,132.82,Hold,5528.66,5558.96,10.00,5538.66
3058,133.07,Hold,5539.07,5570.42,11.00,5550.07
3059,132.84,Hold,5529.49,5561.79,12.00,5541.49
3060,133.06,Hold,5538.65,5572.00,13.00,5551.65
3061,132.52,Hold,5516.17,5550.39,14.00,5530.17
3062,132.54,Hold,5517.00,5552.23,15.00,5532.00
3063,132.61,Hold,5519.92,5556.16,16.00,5535.92
3064,132.37,Hold,5509.93,5547.10,17.00,5526.93
3065,131.69,Hold,5481.62,5519.61,18.00,5499.62
3066,132.89,Hold,5531.57,5570.90,19.00,5550.57
3067,132.64,Hold,5521.17,5561.42,20.00,5541.17
3068,132.98,Hold,5535.32,5576.68,21.00,5556.32
3069,133.90,Hold,5573.62,5616.26,22.00,5595.62
3070,133.80,Buy,5592.45,5613.07,0.00,5592.45
3071,134.11,Hold,5605.41,5627.07,1.00,5606.41
3072,133.97,Hold,5599.56,5622.20,2.00,5601.56
3073,135.30,Hold,5655.15,5679.01,3.00,5658.15
3074,135.30,Hold,5655.15,5680.01,4.00,5659.15
3075,136.34,Hold,5698.62,5724.67,5.00,5703.62
3076,136.07,Hold,5687.33,5714.34,6.00,5693.33
3077,135.89,Hold,5679.81,5707.78,7.00,5686.81
3078,135.31,Hold,5655.57,5684.41,8.00,5663.57
3079,135.23,Hold,5652.22,5682.05,9.00,5661.22
3080,135.77,Hold,5674.79,5705.74,10.00,5684.79
3081,136.48,Hold,5704.47,5736.58,11.00,5715.47
3082,136.80,Hold,5717.84,5751.03,12.00,5729.84
3083,136.95,Hold,5724.11,5758.34,13.00,5737.11
3084,136.97,Hold,5724.95,5760.18,14.00,5738.95
3085,136.33,Hold,5698.20,5734.26,15.00,5713.20
3086,137.55,Hold,5749.19,5786.58,16.00,5765.19
3087,138.50,Hold,5788.90,5827.54,17.00,5805.90
3088,137.94,Hold,5765.49,5804.98,18.00,5783.49
3089,137.93,Hold,5765.07,5805.56,19.00,5784.07
3090,137.57,Hold,5750.03,5791.41,20.00,5770.03
3091,137.52,Sell,5747.94,5790.30,21.00,5768.94
3092,137.41,Hold,5743.34,5786.67,22.00,5765.34
3093,137.46,Hold,5745.43,5789.78,23.00,5768.43
3094,137.76,Hold,5757.97,5803.41,24.00,5781.97
3095,137.25,Hold,5736.65,5782.93,25.00,5761.65
3096,138.22,Hold,5777.20,5824.80,26.00,5803.20
3097,139.02,Hold,5810.63,5859.51,27.00,5837.63
3098,139.55,Buy,5860.79,5882.85,0.00,5860.79
3099,140.37,Hold,5895.22,5918.42,1.00,5896.22
3100,140.69,Hold,5908.66,5932.91,2.00,5910.66
3101,140.95,Hold,5919.58,5944.88,3.00,5922.58
3102,140.73,Hold,5910.34,5936.60,4.00,5914.34
3103,141.92,Hold,5960.32,5987.80,5.00,5965.32
3104,142.75,Hold,5995.18,6023.81,6.00,6001.18
3105,142.12,Hold,5968.72,5998.23,7.00,5975.72
3106,143.43,Hold,6023.74,6054.52,8.00,6031.74
3107,143.18,Hold,6013.24,6044.97,9.00,6022.24
3108,143.92,Hold,6044.32,6077.21,10.00,6054.32
3109,145.06,Hold,6092.19,6126.35,11.00,6103.19
3110,145.42,Hold,6107.31,6142.55,12.00,6119.31
3111,145.28,Hold,6101.43,6137.64,13.00,6114.43
3112,145.34,Hold,6103.95,6141.17,14.00,6117.95
3113,146.86,Hold,6167.79,6206.40,15.00,6182.79
3114,145.90,Hold,6127.47,6166.83,16.00,6143.47
3115,144.38,Hold,6063.64,6103.58,17.00,6080.64
3116,144.43,Sell,6065.73,6106.69,18.00,6083.73
3117,144.37,Hold,6063.22,6105.16,19.00,6082.22
3118,141.30,Hold,5934.28,5976.33,20.00,5954.28
3119,135.74,Hold,5700.77,5742.17,21.00,5721.77
3120,137.96,Hold,5794.01,5837.08,22.00,5816.01
3121,137.35,Hold,5768.39,5812.27,23.00,5791.39
3122,132.41,Hold,5560.92,5604.23,24.00,5584.92
3123,134.23,Hold,5637.36,5682.26,25.00,5662.36
3124,136.02,Hold,5712.53,5759.03,26.00,5738.53
3125,136.45,Hold,5730.59,5778.24,27.00,5757.59
3126,138.36,Hold,5810.81,5860.12,28.00,5838.81
3127,140.05,Hold,5881.79,5932.70,29.00,5910.79
3128,140.11,Hold,5884.30,5936.24,30.00,5914.30
3129,139.27,Hold,5849.03,5901.65,31.00,5880.03
3130,138.62,Hold,5821.73,5875.11,32.00,5853.73
3131,138.71,Buy,5858.51,5879.92,0.00,5858.51
3132,140.86,Hold,5949.31,5972.06,1.00,5950.31
3133,142.34,Hold,6011.82,6035.81,2.00,6013.82
3134,140.55,Hold,5936.22,5960.90,3.00,5939.22
3135,139.00,Hold,5870.76,5896.17,4.00,5874.76
3136,137.35,Hold,5801.07,5827.18,5.00,5806.07
3137,138.24,Sell,5838.66,5865.94,6.00,5844.66
3138,139.80,Buy,5911.55,5933.13,0.00,5911.55
3139,140.31,Hold,5933.11,5955.77,1.00,5934.11
3140,140.43,Hold,5938.18,5961.87,2.00,5940.18
3141,140.96,Hold,5960.60,5985.37,3.00,5963.60
3142,143.30,Hold,6059.55,6085.73,4.00,6063.55
3143,143.22,Hold,6056.16,6083.33,5.00,6061.16
3144,142.33,Hold,6018.53,6046.53,6.00,6024.53
3145,141.61,Hold,5988.08,6016.94,7.00,5995.08
3146,141.42,Hold,5980.05,6009.87,8.00,5988.05
3147,141.66,Hold,5990.20,6021.07,9.00,5999.20
3148,139.84,Hold,5913.24,5944.71,10.00,5923.24
3149,140.05,Sell,5922.12,5954.64,11.00,5933.12
3150,139.93,Hold,5917.04,5950.54,12.00,5929.04
3151,135.95,Hold,5748.74,5782.29,13.00,5761.74
3152,133.10,Hold,5628.23,5662.07,14.00,5642.23
3153,136.61,Hold,5776.65,5812.38,15.00,5791.65
3154,134.19,Hold,5674.32,5710.42,16.00,5690.32
3155,133.88,Hold,5661.21,5698.23,17.00,5678.21
3156,135.72,Hold,5739.02,5777.54,18.00,5757.02
3157,132.63,Hold,5608.36,5647.00,19.00,5627.36
3158,134.28,Hold,5678.13,5718.25,20.00,5698.13
3159,135.79,Hold,5741.98,5783.56,21.00,5762.98
3160,136.74,Hold,5782.15,5825.02,22.00,5804.15
3161,133.87,Hold,5660.79,5703.76,23.00,5683.79
3162,134.32,Hold,5679.82,5723.93,24.00,5703.82
3163,136.50,Buy,5797.00,5817.83,0.00,5797.00
3164,135.87,Hold,5770.25,5791.98,1.00,5771.25
3165,136.97,Hold,5816.96,5839.87,2.00,5818.96
3166,136.58,Hold,5800.40,5824.24,3.00,5803.40
3167,137.72,Hold,5848.81,5873.86,4.00,5852.81
3168,139.17,Hold,5910.39,5936.70,5.00,5915.39
3169,139.36,Hold,5918.46,5945.81,6.00,5924.46
3170,138.60,Hold,5886.19,5914.38,7.00,5893.19
3171,137.50,Hold,5839.47,5868.44,8.00,5847.47
3172,137.45,Hold,5837.35,5867.31,9.00,5846.35
3173,135.80,Hold,5767.27,5797.87,10.00,5777.27
3174,135.95,Hold,5773.64,5805.28,11.00,5784.64
3175,137.24,Hold,5828.43,5861.36,12.00,5840.43
3176,137.33,Hold,5832.25,5866.21,13.00,5845.25
3177,136.33,Hold,5789.78,5824.49,14.00,5803.78
3178,136.54,Hold,5798.70,5834.46,15.00,5813.70
3179,135.75,Sell,5765.15,5801.70,16.00,5781.15
3180,135.38,Hold,5749.44,5786.89,17.00,5766.44
3181,137.13,Hold,5823.76,5862.70,18.00,5841.76
3182,137.73,Buy,5868.24,5889.35,0.00,5868.24
3183,137.78,Hold,5870.37,5892.49,1.00,5871.37
3184,139.08,Hold,5925.76,5949.08,2.00,5927.76
3185,140.29,Hold,5977.31,6001.84,3.00,5980.31
3186,140.57,Hold,5989.24,6014.82,4.00,5993.24
3187,140.64,Hold,5992.22,6018.81,5.00,5997.22
3188,139.79,Hold,5956.01,5983.44,6.00,5962.01
3189,140.47,Hold,5984.98,6013.54,7.00,5991.98
3190,140.51,Hold,5986.69,6016.26,8.00,5994.69
3191,140.20,Hold,5973.48,6003.98,9.00,5982.48
3192,141.25,Hold,6018.21,6049.95,10.00,6028.21
3193,140.73,Hold,5996.06,6028.68,11.00,6007.06
3194,141.10,Hold,6011.82,6045.53,12.00,6023.82
3195,140.87,Hold,6002.02,6036.67,13.00,6015.02
3196,140.60,Hold,5990.52,6026.10,14.00,6004.52
3197,139.21,Sell,5931.30,5967.53,15.00,5946.30
3198,141.01,Hold,6007.99,6045.69,16.00,6023.99
3199,140.04,Hold,5966.66,6005.10,17.00,5983.66
3200,141.50,Hold,6028.87,6068.71,18.00,6046.87
3201,142.16,Buy,6075.99,6098.01,0.00,6075.99
3202,142.37,Hold,6084.96,6108.02,1.00,6085.96
3203,143.63,Hold,6138.82,6163.08,2.00,6140.82
3204,143.42,Hold,6129.84,6155.07,3.00,6132.84
3205,143.91,Hold,6150.78,6177.10,4.00,6154.78
3206,144.12,Hold,6159.76,6187.11,5.00,6164.76
3207,144.42,Hold,6172.58,6200.99,6.00,6178.58
3208,143.88,Hold,6149.50,6178.80,7.00,6156.50
